nome,cpf,data_nascimento,idade,endereco,estado,pais
Eloah Caldeira,92443240245,16/06/1911,13.0,"Via de Porto, 468 São Sebastião 96279-140 da Cruz de Oliveira / SP",SC,Brasil
Dr. Enzo Correia,17973502427,03/01/1918,107.0,"Setor Camila Duarte, 800 Horto 46327-390 Azevedo / RN",MA,Brasil
Sr. Lucas Fogaça,58896283296,13/10/1908,13.0,"Colônia de Dias, 61 União 29785-290 Moreira / RN",BA,Brasil
Fernanda da Luz,52529405233,01/04/2029,4.0,Trecho Silveira Universo 65049805 Cunha / RO,CE,Brasil
Caroline da Luz,55213707988,21/09/2028,11.0,"Conjunto Santos, 37 Vila De Sá 91484-953 Cardoso / AM",PE,Brasil
Agatha Araújo,17278231248,09/08/1906,115.0,Viaduto Castro Barão Homem De Melo 2ª Seção 19435037 Costela de Minas / PB,PI,Brasil
Maria Fernanda Nogueira,81474873319,25/11/1940,113.0,"Vereda de Cardoso, 48 Vila Havaí 68113237 Viana / PA",PB,Brasil
Srta. Maria Vitória Silveira,25996085186,17/01/1919,113.0,"Rodovia Lara Aragão, 57 São Damião 20211-059 Oliveira / SE",DF,Brasil
Emilly da Conceição,79553503002,04/06/1937,13.0,"Vale de da Cunha, 39 São Jorge 2ª Seção 29129045 Martins das Pedras / MG",TO,Brasil
Brenda Lima,58266613250,19/10/1922,105.0,"Área de da Luz, 9 Cidade Jardim 43011-427 Oliveira / RN",ES,Brasil
Thiago Pinto,62535713643,02/05/2046,5.0,"Condomínio de Rodrigues, 46 Santa Cruz 57381004 Farias / ES",PR,Brasil
Srta. Amanda Fernandes,72215026297,02/07/1929,2.0,"Esplanada Melissa Dias, 20 Vila Inestan 27402-840 Ramos / PR",BA,Brasil
Maitê Fernandes,37993670610,16/02/1913,103.0,"Colônia de Carvalho, 84 Paquetá 74304-124 Costa do Sul / AP",RN,Brasil
Maria Cecília Barbosa,54945526991,18/05/1947,15.0,"Travessa Thales Fogaça, 446 Liberdade 76548-174 Pereira das Flores / RJ",PR,Brasil
Benjamin Rodrigues,62815399669,09/10/2038,114.0,"Feira de Moreira, 22 Pilar 64739-369 Freitas de Minas / PI",ES,Brasil
Stella Araújo,16365507197,03/09/1920,115.0,"Campo Fernandes, 99 Vila Da Paz 82169802 Nogueira / MG",TO,Brasil
Alexandre da Mota,37197954503,,,,AM,Brasil
Maria Fernanda Fogaça,82646271855,03/04/1913,6.0,"Via de Campos, 381 Solimoes 56706975 Moreira do Oeste / MA",MG,Brasil
Yago Freitas,63270307344,18/05/2030,4.0,"Parque Lima, 3 Universo 18815653 da Costa / RN",RO,Brasil
Pedro Henrique Silva,17407607056,14/06/1904,106.0,Avenida Vinicius Carvalho Tiradentes 01898991 Cavalcanti / ES,BA,Brasil
Marcos Vinicius Porto,22594259418,16/06/1930,107.0,"Sítio João Gabriel Moura, 89 Castelo 34317281 Aragão de Viana / PI",CE,Brasil
Gustavo Teixeira,42223321422,23/01/2025,0.0,"Vila Cardoso, 65 Vila Calafate 65812911 Barbosa / CE",CE,Brasil
Francisco Gomes,89711965094,03/09/2037,6.0,Estação Pires Guarani 88051815 Ribeiro / AC,RS,Brasil
João Aragão,79905468165,07/05/1940,106.0,"Parque Moraes, 349 Conjunto Jardim Filadélfia 41697399 Mendes de Minas / PA",GO,Brasil
Davi Luiz Moura,83402240377,03/01/1926,13.0,"Avenida Danilo Cavalcanti, 2 Horto 12239592 Ramos / AC",RS,Brasil
Isabelly Gonçalves,14133609271,28/11/1939,5.0,"Morro de Cardoso, 63 Vila Canto Do Sabiá 14924-562 Araújo / RJ",BA,Brasil
Bernardo da Cruz,95032717778,16/12/2036,4.0,"Jardim da Conceição, 7 Juliana 86021233 Rocha de Minas / PB",MT,Brasil
Clarice Cardoso,91645183654,05/08/2049,101.0,"Praça Mariane Barbosa, 894 Teixeira Dias 12710-465 Peixoto / PR",SE,Brasil
Dra. Milena Farias,80387651310,18/10/1939,109.0,"Quadra de Carvalho, 180 Vila Inestan 79543-981 Alves de Goiás / BA",ES,Brasil
Dr. Ryan Cardoso,64459948641,14/03/2025,101.0,"Chácara de Caldeira, 71 Bela Vitoria 55741-080 Carvalho / PE",MT,Brasil
Isabelly Dias,30066726010,06/07/1945,10.0,"Loteamento Pinto, 62 Ventosa 94852-841 Oliveira da Praia / RS",PE,Brasil
Sra. Rafaela das Neves,40111505655,,,,SC,Brasil
João Vitor Dias,33162606206,28/06/2038,119.0,"Distrito de Souza, 12 Vila Ecológica 17679-403 Porto de Goiás / SC",PB,Brasil
Srta. Stella da Conceição,13067420484,,,,SP,Brasil
Anthony Gonçalves,76753981921,11/02/2047,3.0,"Parque Lavínia Freitas, 27 Vila Antena Montanhês 41456989 Teixeira / ES",PI,Brasil
Rebeca Nascimento,71215877824,,,,RR,Brasil
Dr. João Nunes,68268934296,09/07/2037,4.0,"Estrada Laura Correia, 96 Vila Satélite 88301507 Rodrigues / RR",RR,Brasil
Lavínia Carvalho,92631267988,20/02/2028,10.0,"Setor Cardoso, 15 Vila Independencia 1ª Seção 99043800 Cavalcanti de Carvalho / GO",RJ,Brasil
Samuel Dias,20780003712,27/07/1913,6.0,"Pátio de Costa, 3 Maria Tereza 83530835 Dias do Norte / PB",TO,Brasil
Bruna Cunha,47540819856,10/09/2046,12.0,"Loteamento de Costela, 306 Barreiro 46427-444 Moraes / PA",RR,Brasil
Nathan Lopes,90986562407,20/08/1917,0.0,"Jardim de Sales, 828 Lourdes 81215-343 Moraes / MT",TO,Brasil
Esther Azevedo,17609155830,28/01/2049,106.0,"Via Ribeiro, 58 Alta Tensão 1ª Seção 84303-918 da Rosa / RS",PA,Brasil
Fernanda Costa,47418589459,,,,CE,Brasil
Luigi Alves,17143231109,11/05/2043,114.0,"Sítio de Costa, 85 Alpes 78276386 Nogueira / RO",PA,Brasil
Julia Melo,20424015292,,,,SC,Brasil
Manuela Rocha,96665122235,,,,PA,Brasil
Eloah Viana,35563886934,,,,AC,Brasil
Thiago Rezende,77086878006,28/09/1906,106.0,"Condomínio Ferreira, 45 Custodinha 74634-224 da Rosa / SE",RN,Brasil
Dra. Alana Costela,66827357313,17/05/1925,1.0,"Estação de Novaes, 88 São Paulo 63562-494 da Mata / TO",SE,Brasil
Eduarda Fernandes,83669566122,20/03/2026,15.0,"Avenida de Rodrigues, 80 Floramar 03500020 Moreira de Carvalho / AM",TO,Brasil
Bruno Lopes,41848911152,20/12/1915,4.0,Vereda Caio Gomes São Lucas 47649254 da Costa da Mata / PA,PE,Brasil
Milena da Mota,48457306923,27/08/1927,15.0,"Sítio de Silveira, 7 Universo 68899-751 Fogaça / PE",CE,Brasil
Rodrigo Caldeira,36848812949,19/11/1931,2.0,"Estação Letícia Azevedo, 3 Vila Paraíso 95115-976 Lopes / TO",SE,Brasil
Levi Caldeira,37151635737,27/01/1904,109.0,"Alameda Teixeira, 19 Vila Nova Dos Milionarios 67654-014 Rocha de Monteiro / MA",PA,Brasil
Luna da Mata,91709457146,01/06/1917,1.0,"Viela de Alves, 50 Satelite 41504992 da Rocha / MT",DF,Brasil
Catarina Cardoso,62315137364,08/09/1945,7.0,"Pátio João Miguel Farias, 628 Vila Madre Gertrudes 3ª Seção 32997491 Mendes / AP",BA,Brasil
Benjamin Teixeira,95507181543,01/12/1947,9.0,"Vereda de Santos, 2 Serrano 88756488 Santos / PA",MA,Brasil
Ana Carolina Pereira,99423881785,17/12/1901,8.0,Núcleo Pedro Vieira Vila Das Oliveiras 04043554 Moura de Silveira / AP,PA,Brasil
Luiz Miguel da Mota,15680255694,18/02/1917,1.0,"Parque Lorena Moreira, 6 Nova Gameleira 50872-701 Fogaça de da Costa / PE",PR,Brasil
Samuel Costela,64862127588,23/10/1937,107.0,"Morro Lara Nunes, 69 Grota 23541313 Ribeiro Alegre / PR",PE,Brasil
Carolina Duarte,11301406222,26/02/2033,114.0,"Lago de Mendes, 67 Santa Maria 20914468 Silva / ES",MG,Brasil
Dr. Luigi Lima,23927772256,27/03/1909,113.0,Rua Luiza Silveira Vila Paraíso 27370-368 Gomes / RR,ES,Brasil
Davi Lucca Rezende,48583186895,21/02/2036,2.0,Área Sales Olhos D'água 46017-766 Azevedo dos Dourados / DF,SP,Brasil
Marina Nunes,29826709547,,,,BA,Brasil
Danilo Monteiro,19842384434,21/09/1911,1.0,"Estrada Alexia Porto, 35 Glória 83875-941 Peixoto de Barbosa / GO",PI,Brasil
Miguel das Neves,28579092653,05/11/1942,118.0,"Praia de Pires, 16 Vila Jardim Montanhes 35876-692 Santos do Sul / PE",RS,Brasil
Sarah Souza,63943810845,,,,MS,Brasil
Daniel Jesus,52105244085,21/08/2026,110.0,"Estrada de Gomes, 38 Conjunto Capitão Eduardo 04595352 Santos Alegre / PI",DF,Brasil
Yago Carvalho,22306857287,21/07/2048,12.0,"Feira de Porto, 42 Campo Alegre 34086-322 Teixeira / PA",RN,Brasil
Giovanna Freitas,91258259737,26/05/2043,11.0,"Alameda da Conceição, 5 Vila Paris 06558875 Silva / BA",TO,Brasil
Thales Rezende,53192862124,10/08/1944,105.0,"Morro Gonçalves, 95 Jardim Leblon 52031559 Martins / MG",PE,Brasil
Enzo Cardoso,10780850352,,,,SE,Brasil
João Felipe Teixeira,13562052309,16/08/1917,7.0,"Colônia da Rosa, 6 Providencia 34750500 Moura / MG",RR,Brasil
Juliana Farias,57520913959,24/09/1902,14.0,"Avenida Alves, 96 Novo Ouro Preto 68220-784 Teixeira / ES",SP,Brasil
Bárbara Moraes,10544760265,25/11/1900,109.0,"Loteamento João Gabriel Dias, 87 Vila São Paulo 41093024 Barros do Sul / ES",MT,Brasil
Sra. Ana Luiza Dias,87267089354,27/08/2043,15.0,Recanto Viana Camponesa 1ª Seção 44133-883 da Cunha de Jesus / RR,TO,Brasil
Luiz Gustavo da Cunha,33322293277,27/11/2048,117.0,"Núcleo de Fogaça, 2 Vila Antena Montanhês 89933-371 Rocha / MS",BA,Brasil
João Caldeira,95682212686,,,,DF,Brasil
Luiza Cunha,53522774951,24/12/2043,113.0,Campo de Lima Tiradentes 18367-509 Barbosa de Moraes / TO,MA,Brasil
Pietro Ferreira,42894176063,28/06/1939,103.0,"Trevo de da Cruz, 10 Vila Pilar 68158-357 Duarte do Campo / MA",RR,Brasil
Samuel Novaes,12705989705,24/06/1947,118.0,"Esplanada Maitê Barros, 536 Conjunto Floramar 91356175 Monteiro Grande / PA",RR,Brasil
Alícia Campos,36820050058,06/03/2048,115.0,"Quadra Agatha da Luz, 82 Jaqueline 36087-011 Barbosa / PA",AC,Brasil
Esther Lopes,82607772219,,,,RO,Brasil
Eloah Nunes,76621438702,23/04/1945,10.0,"Fazenda de da Mata, 21 Novo São Lucas 42246816 Pires / AM",AP,Brasil
Samuel Ferreira,52738614003,06/01/1931,113.0,"Rodovia Lopes, 57 Virgínia 15441-913 Souza / SP",DF,Brasil
Davi Lucca Gomes,70481691625,14/04/1934,115.0,"Trevo de Cavalcanti, 30 Palmares 34074-799 Oliveira Paulista / PI",RJ,Brasil
Ana Vitória Azevedo,13351864894,04/06/1943,120.0,"Residencial de Barros, 30 Santa Lúcia 18333364 Ribeiro / PE",TO,Brasil
Sr. Vitor Costela,50403211538,05/08/2041,104.0,"Colônia Luiza Cardoso, 19 Vila Paris 99446-929 Ferreira do Campo / AM",MS,Brasil
Manuela Duarte,35340124747,05/11/1914,10.0,"Campo Luiz Miguel Cunha, 21 São Benedito 29373-313 Mendes de Porto / RS",PR,Brasil
Paulo Silva,76109289644,10/10/1947,6.0,"Campo de da Cruz, 557 Conjunto Bonsucesso 33709-897 Rezende / ES",CE,Brasil
Emanuelly Cavalcanti,92751498356,26/03/2047,2.0,"Rodovia Miguel Silveira, 57 Nova Granada 61642466 Monteiro / SE",SE,Brasil
Dra. Marcela Monteiro,80231234694,02/10/1926,118.0,"Chácara Leonardo Nascimento, 66 Vila Bandeirantes 08853-757 Costela do Oeste / PI",MT,Brasil
Helena Araújo,80885395495,12/02/2032,6.0,"Estrada Pinto, 34 Vila Independencia 1ª Seção 79735-584 Cardoso / SC",CE,Brasil
Nina da Luz,20318606838,,,,ES,Brasil
Luna Moreira,87802682127,17/03/2025,118.0,"Recanto Clara Castro, 63 Vila Fumec 75423-013 Teixeira / RR",AL,Brasil
Lívia Nunes,61436284329,27/03/2029,8.0,"Vereda Monteiro, 35 Novo Santa Cecilia 18368-223 Ferreira da Serra / RR",SP,Brasil
Benício Jesus,93725298519,08/08/1909,114.0,"Loteamento de Teixeira, 4 Vila Olhos D'água 74130-093 Melo da Mata / SE",PR,Brasil
Mariane da Mata,88405452332,03/03/2034,111.0,"Jardim de Santos, 1 Estrela Do Oriente 55760-067 da Mota das Pedras / RN",AM,Brasil
Lorenzo Almeida,56083445159,16/11/1925,113.0,"Viela Enrico Santos, 4 São Marcos 82604-541 Pereira / RN",DF,Brasil
Yago Novaes,12568476800,26/04/1950,107.0,"Rua Almeida, 207 Providencia 07662-462 Oliveira / RO",AL,Brasil
Bruna Cardoso,87557557435,01/01/2030,3.0,"Parque de Cardoso, 3 Calafate 43471-481 Lima / MS",MG,Brasil
Sr. Marcos Vinicius Mendes,12785977121,10/06/1941,118.0,Rodovia Fernando Moura Vila Nova Gameleira 1ª Seção 51982585 Pires das Pedras / PA,MS,Brasil
Pedro Henrique Sales,73789674984,08/09/1929,109.0,Passarela Castro Piratininga 59159-891 Lima do Campo / RO,MA,Brasil
Levi Barbosa,71750845844,02/04/1933,1.0,"Residencial Almeida, 51 Barão Homem De Melo 1ª Seção 84161-299 Rocha / RN",SE,Brasil
Kevin Moreira,14109808589,28/08/2028,104.0,"Fazenda de Silveira, 52 São Paulo 75490-787 Moraes do Oeste / TO",RS,Brasil
Noah Barros,17727169849,03/10/1913,103.0,"Avenida Pedro Castro, 58 Chácara Leonina 40696-819 Moura dos Dourados / SP",PB,Brasil
Ana Vitória Costa,50068848646,04/12/1908,100.0,"Parque Monteiro, 32 Mineirão 58027-230 Souza / MT",PE,Brasil
Gabriel Silva,17848878106,27/03/2026,110.0,"Praia Nicole Costa, 9 Conjunto Minas Caixa 02309-921 Freitas / SP",SC,Brasil
Luigi Farias,27227388280,27/01/2042,117.0,"Vila Elisa Araújo, 69 Estrela Do Oriente 17371-923 Barbosa do Oeste / TO",SE,Brasil
Isaac da Costa,95524989880,,,,PA,Brasil
Gustavo Henrique Fogaça,98529458692,24/12/2026,117.0,Chácara de Mendes Vila Nova Dos Milionarios 23554-997 Correia / SC,MA,Brasil
Luiz Henrique da Mata,19781046326,12/06/2029,8.0,"Avenida Dias, 726 Senhor Dos Passos 36147-989 Araújo das Pedras / AM",AM,Brasil
Otávio Barbosa,36402103752,16/02/1916,116.0,"Condomínio de Teixeira, 68 São Damião 64043-313 Rezende de Novaes / TO",AM,Brasil
Bryan Dias,74003735749,22/11/2030,112.0,"Estação Leandro Lopes, 88 Indaiá 93484-653 Carvalho / AC",AL,Brasil
Luiza Santos,20345556896,27/02/2048,15.0,"Residencial de Souza, 2 Laranjeiras 09419061 Campos do Campo / PA",PA,Brasil
Srta. Sofia Jesus,13682011707,04/02/2030,116.0,"Largo Yasmin Barbosa, 5 Dom Joaquim 59784417 Freitas / MA",RR,Brasil
Valentina Nascimento,21014581297,23/10/1946,111.0,"Avenida Eloah da Costa, 59 Gutierrez 38191-526 Pinto Paulista / RN",AL,Brasil
Elisa Ribeiro,39824679697,,,,RR,Brasil
Ana Clara da Rocha,30482605269,05/04/2030,112.0,Vila Viana Jardim Vitoria 25619291 Novaes do Campo / SP,SP,Brasil
Dra. Alice Lopes,84936635250,12/01/2045,105.0,"Núcleo de Silveira, 9 Milionario 76152-427 Porto de Vieira / PI",CE,Brasil
Sr. Enrico da Mata,88252316367,05/12/2048,9.0,"Lagoa da Mota, 9 Vila Atila De Paiva 99429547 Moura da Prata / ES",RJ,Brasil
João Miguel Melo,41165162469,09/01/2045,113.0,"Viaduto da Conceição, 91 Madre Gertrudes 62725-330 Oliveira do Campo / SC",DF,Brasil
Vitor Gabriel Ribeiro,69290529408,07/10/2049,5.0,"Ladeira Farias, 199 São Paulo 84055779 Lopes / RO",BA,Brasil
Marcelo Carvalho,60112798510,19/03/2025,100.0,"Vale Antônio Costa, 23 Ventosa 34413135 Costela / CE",MA,Brasil
Srta. Catarina Rezende,21881019986,12/06/2032,2.0,"Pátio Azevedo, 566 Vila Nova Paraíso 78691-997 Martins / PE",PR,Brasil
Luiz Otávio da Costa,70875672013,27/04/2047,12.0,"Vila de Cardoso, 7 Vila Paraíso 73450380 Barros / RS",SP,Brasil
Lorena Nascimento,11116650705,14/12/2036,12.0,"Conjunto de Pinto, 70 Penha 67736616 Castro de Cardoso / MS",SE,Brasil
Natália da Paz,81412002071,16/01/1918,103.0,"Jardim de da Rocha, 4 Camponesa 2ª Seção 76249-318 da Conceição Grande / AM",RN,Brasil
João Lucas Lima,60365865378,08/06/1933,114.0,"Favela João Vitor Gomes, 82 Teixeira Dias 30719-361 da Paz / PB",RN,Brasil
Sr. Yuri Santos,45495120400,25/05/2025,15.0,"Quadra Santos, 81 Vila Betânia 04085-608 Gonçalves da Serra / SE",TO,Brasil
Dra. Milena Monteiro,88267843363,28/01/1924,3.0,"Lago Barros, 69 Grotinha 93252-671 Pereira da Praia / SC",PR,Brasil
Dr. Vicente Pinto,30158899031,03/09/2036,101.0,Rodovia de Alves Mirtes 82336185 Pires / RN,AM,Brasil
Eduarda da Cruz,55965590588,09/03/2039,13.0,"Conjunto Martins, 581 Juliana 53508-393 da Mota / DF",RS,Brasil
Bruna Santos,66592151997,28/06/1916,11.0,"Esplanada Barbosa, 71 Unidas 19368-353 Nunes / AL",MS,Brasil
Paulo Porto,99083030415,08/09/2040,4.0,"Feira Rafael Barros, 2 Aeroporto 64635641 Castro de Minas / RR",RR,Brasil
Elisa Ribeiro,14787368417,05/02/2041,4.0,Sítio Silveira Vila Formosa 54400-707 Rocha do Amparo / SE,RO,Brasil
Srta. Natália Fernandes,16031048572,17/08/2033,9.0,Esplanada de Castro Prado 93361186 Monteiro / PB,GO,Brasil
Mariane Correia,19867918698,12/10/2046,6.0,"Trevo Esther Pires, 524 São Salvador 81773781 Pinto da Praia / PA",PR,Brasil
Erick Novaes,30702990772,04/04/1948,100.0,"Avenida Yuri Pereira, 79 Conjunto Novo Dom Bosco 66228-375 Silva do Norte / PI",PB,Brasil
Srta. Maria Sophia Pinto,97692594438,15/07/1935,10.0,"Estrada de Caldeira, 66 Virgínia 48896780 Costela / SE",PA,Brasil
Sra. Bárbara Ribeiro,18108905357,06/05/2028,119.0,Estrada Marcos Vinicius Aragão Marçola 83605-860 Caldeira / PB,RS,Brasil
Sr. Vitor Gabriel Sales,48850521917,26/02/1919,102.0,Avenida Isadora Moraes Alto Das Antenas 60848-979 da Mata das Pedras / SC,AC,Brasil
Fernando Araújo,51541530671,,,,TO,Brasil
Dr. Bernardo Pinto,29072103970,17/08/1911,110.0,"Sítio Matheus da Rosa, 2 Santa Monica 83299-709 Barros do Galho / PI",SP,Brasil
Dr. Paulo Moraes,31736325165,02/10/2025,118.0,"Campo de Sales, 81 Castanheira 98619-872 Novaes / AC",AP,Brasil
Kamilly Cavalcanti,62561851226,05/11/2038,116.0,"Avenida Lucas Cavalcanti, 94 Liberdade 89421-593 Peixoto / PB",PA,Brasil
Dr. Thales Azevedo,44546445677,22/02/1915,109.0,"Trecho Brenda Rodrigues, 69 Pedreira Padro Lopes 13928300 Novaes Alegre / MS",PE,Brasil
Vicente Ribeiro,17514873532,05/03/1920,15.0,"Passarela de Pires, 84 Aeroporto 65015349 da Conceição / RR",MT,Brasil
Juan Peixoto,76318338625,23/02/2033,110.0,"Largo Mirella Costela, 5 Zilah Sposito 73641977 Cavalcanti dos Dourados / GO",RO,Brasil
Sra. Caroline Araújo,56123772668,19/06/2044,14.0,"Conjunto de da Cunha, 72 Alto Das Antenas 04743414 da Costa / AC",PA,Brasil
Emanuelly Nascimento,12741462352,15/12/2031,5.0,"Aeroporto João Nogueira, 68 Mirtes 23469-803 Fernandes de Gomes / RS",MT,Brasil
Heloísa Nunes,65285713318,01/07/1902,8.0,"Aeroporto Pedro Miguel Dias, 41 Vila Ipiranga 48045151 Rezende de da Luz / TO",ES,Brasil
Erick Pinto,75222839204,05/12/1914,6.0,"Fazenda Nicolas Rodrigues, 654 Vila Paris 90564-595 Cardoso / DF",SP,Brasil
Bruna Costa,84013343183,17/07/2030,102.0,"Núcleo Ana Laura Duarte, 50 Vila Nova Gameleira 1ª Seção 59330-974 Cardoso de da Luz / RR",BA,Brasil
Sophia Melo,52859983903,26/07/1906,14.0,"Feira de Caldeira, 349 Custodinha 13687-814 Pinto de Lopes / RO",TO,Brasil
Lorenzo Ramos,75980107275,17/11/1905,114.0,"Residencial Felipe Pinto, 93 Nossa Senhora Aparecida 58369103 da Mota da Mata / SC",MT,Brasil
Marcos Vinicius Pereira,91481698007,23/05/2045,1.0,"Favela de Freitas, 6 Marajó 91513721 da Cunha / MG",RS,Brasil
Sr. João Felipe Rodrigues,39954113470,17/04/1929,6.0,"Setor Ryan Souza, 3 Vera Cruz 43253-408 da Costa / MS",RJ,Brasil
Dr. Kevin Porto,38033666110,15/06/1916,0.0,"Sítio Gomes, 796 Carlos Prates 12466-484 Cavalcanti da Prata / PB",GO,Brasil
Anthony Ferreira,84236029392,02/05/1920,111.0,"Ladeira de Nascimento, 80 Chácara Leonina 60450-441 da Costa / SP",MA,Brasil
Caroline da Mata,77953120302,14/08/2048,105.0,"Rodovia Renan Oliveira, 237 Penha 31430362 Costa / RR",TO,Brasil
Sr. Murilo Fogaça,78627699851,25/01/2031,111.0,"Colônia de Melo, 67 Mineirão 01674-511 Silveira do Amparo / PB",MG,Brasil
Luiz Felipe da Mota,15328352996,24/06/1947,5.0,Avenida de Caldeira Custodinha 19605-550 Correia / MS,ES,Brasil
Rebeca Campos,39213866439,28/02/1909,8.0,"Residencial Costa, 6 Xodo-Marize 40243845 Gonçalves Grande / GO",RR,Brasil
Lorenzo Caldeira,33241558600,17/07/2039,10.0,"Feira de Jesus, 45 Mantiqueira 22117-370 Cardoso Verde / RO",ES,Brasil
Eduardo Moura,22745116235,10/02/1917,120.0,"Parque Sophie Rocha, 20 Graça 21529-028 Gonçalves / SE",AM,Brasil
Isabel Lima,57868633954,05/08/1935,112.0,"Jardim Ramos, 344 Bela Vitoria 59935059 da Mota do Amparo / MS",AL,Brasil
Heitor Correia,56042674652,12/01/2044,111.0,"Esplanada Maria Alice Duarte, 14 Jaqueline 01451644 Vieira / CE",DF,Brasil
Lucca Nunes,20941039253,23/10/1937,108.0,"Feira de Freitas, 630 Vila Ipiranga 60320691 da Rosa dos Dourados / PB",RO,Brasil
Lívia Teixeira,26087422061,20/03/2050,100.0,"Largo Moreira, 90 Teixeira Dias 45720321 Souza / TO",MG,Brasil
Sra. Lorena Martins,59592092062,22/09/1939,10.0,"Feira João Felipe Barbosa, 25 Conjunto Paulo Vi 62809-704 das Neves das Pedras / MA",PI,Brasil
Sophia Nascimento,36904720192,16/11/2026,113.0,"Favela Campos, 960 Horto Florestal 21477317 Costela do Amparo / CE",AL,Brasil
Sr. Kaique Moreira,94944392241,12/02/1945,120.0,"Viela de da Luz, 799 Palmeiras 08961-954 Gonçalves / MG",MG,Brasil
Henrique Aragão,49669371744,02/12/1936,8.0,"Lagoa Alice Ramos, 7 São João 87609-725 Almeida / PB",RS,Brasil
Rodrigo Barbosa,92429240905,24/10/1911,101.0,Pátio de das Neves Ipe 01314535 Vieira de Melo / RJ,PE,Brasil
Ana Beatriz Souza,55422985905,24/04/2028,101.0,"Recanto de Castro, 28 Marçola 45783-425 Sales Paulista / PI",ES,Brasil
Natália Mendes,13172222708,20/08/1906,112.0,"Vale de da Luz, 7 Vila São João Batista 48929237 Araújo / PA",RN,Brasil
Ana Beatriz Vieira,71846802660,04/07/1904,14.0,"Conjunto de Fernandes, 22 Alta Tensão 2ª Seção 52092-445 Barbosa da Prata / BA",SP,Brasil
Paulo Teixeira,78289900377,02/01/2033,11.0,"Núcleo de Pires, 389 Olaria 26743038 Monteiro / PI",AC,Brasil
Emanuel Correia,57685259352,07/07/2026,105.0,"Chácara de das Neves, 94 São Tomaz 38545146 Duarte da Mata / SE",CE,Brasil
Fernanda Mendes,63283054598,20/07/1924,102.0,"Loteamento Castro, 9 Vila Pinho 73492-227 Barbosa / MT",MT,Brasil
Alícia Monteiro,99793271293,,,,MA,Brasil
Maria Fernanda Rezende,91401197837,13/12/1950,11.0,Feira Santos Cardoso 68455-341 da Cruz do Sul / RN,ES,Brasil
Henrique Ferreira,78883470836,28/10/2033,100.0,Chácara Azevedo Ouro Minas 52673896 Lopes / PE,AL,Brasil
Sr. Luiz Miguel Ribeiro,85913106684,04/01/1920,114.0,"Parque Melo, 27 Madre Gertrudes 69857-682 Moreira / AP",MT,Brasil
Yuri Gomes,67177432612,05/02/1933,6.0,"Estrada Kaique Araújo, 18 Buritis 47004-147 Barros dos Dourados / MG",PI,Brasil
Dr. Davi Luiz Jesus,60626477464,24/10/2032,14.0,Parque Luigi Santos Cdi Jatoba 47156753 Moraes de Minas / SE,AM,Brasil
Vinicius Moreira,18939706939,19/09/2047,117.0,"Setor Emanuelly Costa, 56 Vila Primeiro De Maio 15116-285 Carvalho de das Neves / SC",MA,Brasil
João Lucas Gomes,92711759391,16/03/2040,8.0,Conjunto João Pedro Cardoso Ribeiro De Abreu 08543584 Castro / RJ,RN,Brasil
Sr. Lucas Cardoso,45783669114,18/05/1924,115.0,"Viaduto Fogaça, 9 Granja De Freitas 16362-754 Pires dos Dourados / SC",AP,Brasil
Srta. Sophia Fernandes,34970740801,04/03/2038,102.0,"Fazenda Juliana Silveira, 65 Buraco Quente 07713-390 Nascimento / RO",DF,Brasil
Maria Clara Duarte,71042490759,18/10/2043,112.0,Vale Calebe Castro Vila Bandeirantes 57661442 Vieira / SE,MT,Brasil
Melissa Freitas,45663123614,28/05/2044,12.0,"Avenida de Campos, 90 Vale Do Jatoba 18346706 Rodrigues / BA",MA,Brasil
Marcos Vinicius Nogueira,50272681806,26/03/1928,8.0,"Vila de Carvalho, 9 Marmiteiros 80191958 da Mota / PB",AL,Brasil
Pedro Lucas Lopes,94064232256,01/09/1913,12.0,"Esplanada de Gonçalves, 7 São José 81322450 Porto / PI",MT,Brasil
Marina Vieira,40813860438,09/11/1933,100.0,"Fazenda de Dias, 811 Jardim Felicidade 39312-114 Barros / PI",AM,Brasil
Gabriela da Rosa,32401563933,20/02/1946,107.0,Parque Gabriel da Mata Itatiaia 55392-802 Campos / SE,RS,Brasil
Catarina Silva,15011487003,,,,BA,Brasil
Luigi Peixoto,59595468155,05/10/2045,108.0,"Largo Matheus da Luz, 515 Buritis 38775753 Aragão / CE",PB,Brasil
Eduarda Barros,28787661129,25/08/2038,104.0,"Esplanada das Neves, 53 Nossa Senhora De Fátima 76100-740 Santos / PA",AM,Brasil
Sr. Luiz Fernando Cunha,50256730753,12/03/1912,113.0,"Conjunto Leandro Silveira, 97 Jardim Alvorada 94276-998 Castro / RO",MT,Brasil
Sr. Pedro Miguel Ferreira,83405507895,05/05/1935,104.0,"Vereda Azevedo, 56 Jardim Dos Comerciarios 60921-399 Barros da Praia / MT",MA,Brasil
Davi Teixeira,71622365090,20/11/1912,1.0,"Aeroporto Juan Duarte, 3 Granja De Freitas 97434-303 Cunha / PA",MA,Brasil
Sra. Larissa da Cruz,27854550179,21/12/2042,4.0,"Aeroporto de Moraes, 61 Sport Club 30913-688 Cardoso / RO",MG,Brasil
João Guilherme Dias,95624951424,04/03/1913,104.0,"Travessa Cavalcanti, 29 Vista Do Sol 76498-542 Correia das Flores / BA",SE,Brasil
